ID,title,year,authors,journal,doi,Notes,study_number,sample_source,sample_method,sample_platform,sample_mturk,sample_level,mturk_acceptance,sample_time,sample_size,sample_age,sample_incentive,sample_incentive_amount,sample_country,cr_multiple,cr_sequential,cr_total_amount,cr_1_method,cr_1_amount,cr_1_method_detail,cr_2_method,cr_2_amount,cr_2_method_detail,cr_3_method,cr_3_amount,cr_3_method_detail,cr_4_method,cr_4_amount,cr_4_method_detail,design_time,design_method,design_location,total_items
,"The role of Situations in Situational Judgment Tests: Effects on construct saturation, predictive validity, and applicant perceptions",2020,"Schäpers, Philipp; Mussel, Patrick; Lievens, Filip; König, Cornelius J.; Freudenstein, Jan-Philipp; Krumm, Stefan",Journal of Applied Psychology,10.1037/apl0000457,"This paper includes a second study, but could not use the sample bc they lump CR screening w non-CR screening when reporting ",1,3,1,-1,-1,4,-1,1,1237,51.05,4,-1,-1,1,0,145,0,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,60
,Where you came from and where you are going: The role of performance trajectory in promotion decisions,2021,"Alessandri, Guido; Cortina, José M.; Sheng, Zitong; Borgogni, Laura",Journal of Applied Psychology,10.1037/apl0000696,"This paper includes two other studies, but could not use those sample bc they did not report CR (study 1) or they combined CR screening w non-CR screening when reporting (study 2)",2,1,1,0,-1,3,-1,1,283,-1,2,-1,-1,1,1,50,0,23,1,5,4,-1,3,12,20,4,11,-1,0,1,0,40
,Breaking the cycle of abusive supervision: How disidentification and moral identity help the trickle-down change course,2019,"Taylor, Shannon G.; Griffith, Matthew D.; Vadera, Abhijeet K.; Folger, Robert; Letwin, Chaim R.",Journal of Applied Psychology,10.1037/apl0000360,this paper included two other studies that did not report CR,1,3,-1,4,-1,4,-1,1,413,37,2,-1,0,1,1,125,0,20,1,1,105,7.67,-1,-1,-1,-1,-1,-1,0,1,0,21
,Managing my shame: Examining the effects of parental identity threat and emotional stability on work productivity and investment in parenting,2022,"Greenbaum, Rebecca L.; Deng, Yingli; Butts, Marcus M.; Wang, Cynthia S.; Smith, Alexis N.",Journal of Applied Psychology,10.1037/apl0000597,,1,1,1,0,-1,-1,0,1,297,36.29,2,2.5,0,0,-1,4,0,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,14
,Managing my shame: Examining the effects of parental identity threat and emotional stability on work productivity and investment in parenting,2022,"Greenbaum, Rebecca L.; Deng, Yingli; Butts, Marcus M.; Wang, Cynthia S.; Smith, Alexis N.",Journal of Applied Psychology,10.1037/apl0000597,,1,1,1,0,-1,-1,0.9,2,208,36.29,2,2.5,0,0,-1,2,0,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,17
,Managing my shame: Examining the effects of parental identity threat and emotional stability on work productivity and investment in parenting,2022,"Greenbaum, Rebecca L.; Deng, Yingli; Butts, Marcus M.; Wang, Cynthia S.; Smith, Alexis N.",Journal of Applied Psychology,10.1037/apl0000597,this paper included a third study but did not use CR techniques,2,1,1,1,-1,-1,-1,1,275,38.04,-1,-1,0,0,-1,16,0,16,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,21
,Dialectical thinking and fairness-based perspectives of affirmative action,2017,"Hideg, Ivona; Ferris, D. Lance",Journal of Applied Psychology,10.1037/apl0000207,includes a second study that did not report CR,2,1,1,0,-1,-1,-1,1,291,33.73,2,2.5,-1,0,-1,15,0,15,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,45
,"Reaching the limits of reciprocity in favor exchange: The effects of generous, stingy, and matched favor giving on social status",2018,"Ouyang, Kan; Xu, Erica; Huang, Xu; Liu, Wu; Tang, Yipeng",Journal of Applied Psychology,10.1037/apl0000288,includes a second study that did not report CR,1,1,1,2,-1,2,-1,1,271,34.37,2,1,1,0,-1,6,0,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,10
,Why sabotage customers who mistreat you? Activated hostility and subsequent devaluation of targets as a moral disengagement mechanism,2019,"Huang, Yu-Shan (Sandy); Greenbaum, Rebecca L.; Bonner, Julena M.; Wang, Cynthia S.",Journal of Applied Psychology,10.1037/apl0000696,"weird reporting of repeated measures samples - they did not separate the sample size for each repeated measure, so I am assuming what they reported is participants who completed both time points. Also includes a second study that did not report CR. ",2,-1,1,0,-1,-1,-1,1,180,38,2,1,-1,0,-1,8,1,8,2.5 SD,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,6
,"Does CWB repair negative affective states, or generate them? Examining the moderating role of trait empathy",2021,"Koopman, Joel; Conway, James M.; Dimotakis, Nikolaos; Tepper, Bennett J.; Lee, Young Eun; Rogelberg, Steven G.; Lount Jr., Robert B.",Journal of Applied Psychology,10.1037/apl0000837,CR data found in appendix B,4,1,1,2,-1,-1,-1,1,221,33.25,2,-1,-1,0,-1,12,0,12,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,66
,When leader self-care begets other care: Leader role self-compassion and helping at work,2022,"Lanaj, Klodiana; Jennings, Remy E.; Ashford, Susan J.; Krishnan, Satish",Journal of Applied Psychology,10.1037/apl0000957,includes a second study that did not report CR,2,1,1,0,-1,3,-1,1,395,36.2,2,2,0,0,-1,11,0,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,31
,Does taking charge help or harm employees’ promotability and visibility? An investigation from supervisors’ status perspective,2022,"Xu, Angela J.; Loi, Raymond; Chow, Cheris W. C.",Journal of Applied Psychology,10.1037/apl0000752,"includes a second and third study . The second study did not use CR. The student removed for CR, but did not indicate how much",1,1,1,0,-1,3,-1,1,177,35,2,1,0,0,-1,2,0,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,13
,Scale indicators of social exchange relationships: A comparison of relative content validity.,2014,"Colquitt, Jason A.; Baer, Michael D.; Long, David M.; Halvorsen-Ganepola, Marie D. K.",Journal of Applied Psychology,10.1037/a0036374,"used a repeated measure design, but instead of reporting sample size and amount of CR flagged at each wave, the authors reported the number of participants who completed all waves and then removed CR from that sample",1,0,1,3,-1,0,-1,-1,331,21.2,1,-1,0,1,0,97,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,60
,Flourishing via Workplace Relationships: Moving Beyond Instrumental Support,2016,"Colbert, Amy E.; Bono, Joyce E.; Purvanova, Radostina K.",Academy of Management Journal,10.5465/amj.2014.0506,"used repeated measures AND dyads; only tested for and reported CR for the participants who complete all measures; I only reported CR for participants who completed all waves, and did not count the partner in the dyad's CR for easier reporting",1,1,1,5,-1,-1,-1,3,210,-1,-1,-1,0,0,-1,41,0,41,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,41
,When corporate social responsibility motivates employee citizenship behavior: The sensitizing role of task significance,2018,"Ong, Madeline; Mayer, David M.; Tost, Leigh P.; Wellman, Ned",Organizational Behavior and Human Decision Processes,10.1016/j.obhdp.2017.09.006,,1,1,2,-1,-1,-1,-1,1,176,42.79,1,-1,0,1,0,44,2,-1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,-1
,History backfires: Reminders of past injustices against women undermine support for workplace policies promoting women,2020,"Hideg, Ivona; Wilson, Anne E.",Organizational Behavior and Human Decision Processes,10.1016/j.obhdp.2019.10.001,did not report mean age or whether the surveys were online,1,0,1,-1,-1,0,-1,1,141,-1,1,-1,0,0,-1,26,0,26,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,19
,History backfires: Reminders of past injustices against women undermine support for workplace policies promoting women,2020,"Hideg, Ivona; Wilson, Anne E.",Organizational Behavior and Human Decision Processes,10.1016/j.obhdp.2019.10.001,,2,1,1,0,-1,-1,-1,1,257,36.82,2,3,0,0,-1,16,0,16,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,25
,History backfires: Reminders of past injustices against women undermine support for workplace policies promoting women,2020,"Hideg, Ivona; Wilson, Anne E.",Organizational Behavior and Human Decision Processes,10.1016/j.obhdp.2019.10.001,,3,0,1,-1,-1,0,-1,1,232,-1,1,-1,0,0,-1,14,0,14,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,25
,History backfires: Reminders of past injustices against women undermine support for workplace policies promoting women,2020,"Hideg, Ivona; Wilson, Anne E.",Organizational Behavior and Human Decision Processes,10.1016/j.obhdp.2019.10.001,,4,0,1,-1,-1,0,-1,1,380,-1,1,-1,0,0,-1,45,0,45,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,41
,Self-protective reactions to peer abusive supervision: The moderating role of prevention focus and the mediating role of performance instrumentality,2018,"Shao, Ping; Li, Andrew; Mawritz, Mary",Journal of Organizational Behavior,10.1002/job.2206,,2,2,1,-1,-1,0,-1,1,108,25.88,1,-1,0,0,-1,24,0,24,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,19
,Self-protective reactions to peer abusive supervision: The moderating role of prevention focus and the mediating role of performance instrumentality,2018,"Shao, Ping; Li, Andrew; Mawritz, Mary",Journal of Organizational Behavior,10.1002/job.2206,"treated dyads as single units; eg., reported at dyad level; 20 participants = 10 dyads",3,2,1,-1,-1,4,-1,1,180,28.93,1,-1,0,1,0,22,3,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,23
,Effects of leadership consideration and structure on employee perceptions of justice and counterproductive work behavior,2013,"Holtz, Brian C.; Harold, Crystal M.",Journal of Organizational Behavior,10.1002/job.1825,"dyads ; reported at participant level, summed dyad ",1,2,2,-1,-1,-1,-1,1,325,33,3,50,0,1,0,24,0,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1
,Effects of leadership consideration and structure on employee perceptions of justice and counterproductive work behavior,2013,"Holtz, Brian C.; Harold, Crystal M.",Journal of Organizational Behavior,10.1002/job.1825,"dyads ; reported at participant level, summed dyad ",2,1,1,3,-1,2,-1,1,226,39.9,2,5,0,0,-1,16,0,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1
,Supervisor expediency to employee expediency: The moderating role of leader–member exchange and the mediating role of employee unethical tolerance,2018,"Greenbaum, Rebecca L.; Mawritz, Mary B.; Bonner, Julena M.; Webster, Brian D.; Kim, Joseph",Journal of Organizational Behavior,10.1002/job.2258,"repeated measures, but only removed CR at time point 1",3,2,1,-1,-1,-1,-1,1,218,30.32,5,-1,0,0,-1,17,1,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,15
,Turning molehills into mountains: Sleepiness increases workplace interpretive bias,2015,"Barber, Larissa K.; Budnick, Christopher J.",Journal of Organizational Behavior,10.1002/job.1992,,1,0,1,-1,-1,0,-1,1,191,19.03,-1,-1,-1,0,-1,11,0,11,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,96
,"Fifty shades of pray: Faith diversity management approaches impact employee satisfaction, support perceptions, and turnover",2022,"Park, Lauren S.; Martinez, Larry R.",Journal of Organizational Behavior,10.1002/job.2626,really sparse reporting of CR info,1,1,1,0,-1,-1,-1,1,330,35.7,2,-1,-1,-1,-1,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,40
,"Fifty shades of pray: Faith diversity management approaches impact employee satisfaction, support perceptions, and turnover",2022,"Park, Lauren S.; Martinez, Larry R.",Journal of Organizational Behavior,10.1002/job.2626,,2,1,1,0,-1,-1,-1,1,313,35.83,2,-1,0,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,40
,"The effects of unanswered supervisor support on employees’ well-being, performance, and relational outcomes",2021,"McIlroy, Thomas D.; Parker, Stacey L.; McKimmie, Blake M.",Journal of Occupational Health Psychology,10.1037/ocp0000270,,1,1,1,2,-1,2,-1,1,296,36.25,2,1.25,2,0,-1,16,0,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,59
,The double-edged sword of manager caring behavior: Implications for employee wellbeing.,2021,"Boekhorst, Janet A.; Hewett, Rebecca; Shantz, Amanda; Good, Jessica R. L.",Journal of Occupational Health Psychology,10.1037/ocp0000313,,0,1,1,2,-1,-1,-1,1,482,37.9,2,-1,2,0,-1,26,0,26,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1
,The double-edged sword of manager caring behavior: Implications for employee wellbeing.,2021,"Boekhorst, Janet A.; Hewett, Rebecca; Shantz, Amanda; Good, Jessica R. L.",Journal of Occupational Health Psychology,10.1037/ocp0000313,,0,1,1,2,-1,-1,-1,1,480,37.3,2,-1,2,0,-1,41,0,41,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1
,The double-edged sword of manager caring behavior: Implications for employee wellbeing.,2021,"Boekhorst, Janet A.; Hewett, Rebecca; Shantz, Amanda; Good, Jessica R. L.",Journal of Occupational Health Psychology,10.1037/ocp0000313,,1,1,1,2,-1,2,0.95,1,300,37.63,2,1.29,2,0,-1,33,0,33,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,11
,The double-edged sword of manager caring behavior: Implications for employee wellbeing.,2021,"Boekhorst, Janet A.; Hewett, Rebecca; Shantz, Amanda; Good, Jessica R. L.",Journal of Occupational Health Psychology,10.1037/ocp0000313,,1,1,1,2,-1,2,0.95,2,267,37.63,2,1.29,-1,0,-1,3,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,10
,When does proactivity have a cost? Motivation at work moderates the effects of proactive work behavior on employee job strain,2017,"Strauss, Karoline; Parker, Sharon K.; O'Shea, Deirdre",Journal of Vocational Behavior,10.1016/j.jvb.2017.02.001,dyads; reported as a unit,1,1,1,5,-1,4,-1,1,134,40.26,-1,-1,0,0,-1,7,4,7,0.0001,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,27
,Effects of Applicant Personality on Resume Evaluations,2014,"Burns, Gary N.; Christiansen, Neil D.; Morris, Megan B.; Periard, David. A.; Coaster, John A.",Journal of Business and Psychology,10.1007/s10869-014-9349-6,atypical item format marked item count as -1,1,1,1,0,-1,-1,-1,1,386,33.78,2,-1,-1,0,-1,120,0,120,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1
,Performance on Video-Based Situational Judgment Test Items: Simulated Interracial Interactions,2021,"Golubovich, Juliya; Ryan, Ann Marie",Journal of Business and Psychology,10.1007/s10869-020-09697-1,"used sitational scenarios / SJIs, so did not count these as items, marked as -1",1,0,1,-1,-1,0,-1,1,347,19.88,1,-1,0,1,1,12,0,10,1,4,2,0.001,-1,-1,-1,-1,-1,-1,0,1,1,-1
,Performance on Video-Based Situational Judgment Test Items: Simulated Interracial Interactions,2021,"Golubovich, Juliya; Ryan, Ann Marie",Journal of Business and Psychology,10.1007/s10869-020-09697-1,"used sitational scenarios / SJIs, so did not count these as items, marked as -1",2,0,1,-1,-1,0,-1,1,337,20.12,1,-1,0,1,1,33,0,18,1,4,15,0.001,-1,-1,-1,-1,-1,-1,0,1,1,-1
,Granting Leadership to Asian Americans: the Activation of Ideal Leader and Ideal Follower Traits on Observers’ Leadership Perceptions,2022,"Kim, K. Yourie; Shen, Winny; Evans, Rochelle; Mu, Frank",Journal of Business and Psychology,10.1007/s10869-022-09794-3,"this paper had a study 2, 3, 4, but they first screen out participants who failed a knowledge-like manipulation check (~33% of sample), and speculate this screened out majority of the CR... so excluding these study fro not getting a clean measure of CR",1,1,1,0,-1,-1,-1,1,222,38,2,1,0,1,0,9,1,-1,<2s/item,10,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,-1
,Applicant Reactions to Digital Selection Methods: A Signaling Perspective on Innovativeness and Procedural Justice,2022,"Folger, Nicholas; Brosi, Prisca; Stumpf-Wollersheim, Jutta; Welpe, Isabell M.",Journal of Business and Psychology,10.1007/s10869-021-09770-3,"this paper had a study 2 that used CR techniques, but they reported the number excluded due to CR combined with other screening methods",1,1,2,-1,-1,-1,-1,1,482,26.26,-1,-1,3,1,0,7,1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,10
,"Decoy effect, anticipated regret, and preferences for work–family benefits",2018,"Reb, Jochen; Li, Andrew; Bagger, Jessica",Journal of Occupational and Organizational Psychology,10.1111/joop.12207,Study 1a had three different samples ,1a,1,1,0,-1,-1,-1,1,123,35.96,2,-1,-1,0,-1,46,0,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,10
,"Decoy effect, anticipated regret, and preferences for work–family benefits",2019,"Reb, Jochen; Li, Andrew; Bagger, Jessica",Journal of Occupational and Organizational Psychology,10.1111/joop.12208,,1a,1,1,0,-1,-1,-1,1,280,36.6,2,-1,-1,0,-1,128,0,128,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,10
,"Decoy effect, anticipated regret, and preferences for work–family benefits",2020,"Reb, Jochen; Li, Andrew; Bagger, Jessica",Journal of Occupational and Organizational Psychology,10.1111/joop.12209,,1a,0,1,-1,-1,0,-1,1,108,24.39,1,-1,0,0,-1,29,0,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,10
,"Decoy effect, anticipated regret, and preferences for work–family benefits",2021,"Reb, Jochen; Li, Andrew; Bagger, Jessica",Journal of Occupational and Organizational Psychology,10.1111/joop.12210,,1b,1,3,-1,-1,-1,-1,1,210,37.07,-1,-1,-1,0,-1,76,0,76,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,10
,"Decoy effect, anticipated regret, and preferences for work–family benefits",2022,"Reb, Jochen; Li, Andrew; Bagger, Jessica",Journal of Occupational and Organizational Psychology,10.1111/joop.12211,,2,-1,1,0,-1,-1,-1,1,271,32.89,2,-1,-1,0,-1,94,0,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,14
,Explaining individuals' justification of layoffs,2017,"Richter, Manuela; König, Cornelius J.",Journal of Applied Social Psychology,10.1111/jasp.12442,,1,1,1,5,-1,-1,-1,1,219,40,2,-1,3,1,1,14,6,4,-1,1,5,PR <1 or PR > 99,9,5,-1,-1,-1,-1,0,0,0,13
,Explaining individuals' justification of layoffs,2018,"Richter, Manuela; König, Cornelius J.",Journal of Applied Social Psychology,10.1111/jasp.12443,,2,1,1,5,-1,-1,1,1,338,38,2,-1,3,1,1,16,1,7,-1,9,9,-1,-1,-1,-1,-1,-1,-1,0,0,0,18
,Weight and gender bias in observer perceptions of organizational leadership: Effects of perceived leader prototypicality and unit performance,,"Merritt, Stephanie M.; Lynch, Ellen E.",Journal of Applied Social Psychology,10.1111/jasp.12730,"Reported CR a bit oddly. First flagged 15 with mah D, then further investigated with other techniques to remove 10. I reported a total of 25 as being flagged. ",1,-1,1,0,-1,-1,-1,1,462,-1,2,-1,0,1,1,25,4,15,0.001,10,9,-1,3,1,-1,-1,-1,-1,0,1,0,11
,The procedural and interpersonal justice of automated application and resume screening,2021,"Noble, Sean M.; Foster, Lori L.; Craig, S. Bartholomew",International Journal of Selection and Assessment,10.1111/ijsa.12320,,1,-1,1,0,-1,-1,-1,1,429,36.1,2,1.1,0,1,1,69,0,14,1,1,55,<2,-1,-1,-1,-1,-1,-1,0,1,0,29
,Alternative Measures of Employee Commitment: Assessment of Predictive Validity for Performance and Turnover,2020,"Vance, Robert J.; Jaros, Stephen; Becker, Thomas E.; McKay, Alexander S.",Human Performance,10.1080/08959285.2020.1759071,,1,1,1,0,-1,-1,0.95,1,308,37,2,-1,0,1,1,23,0,19,1,3,4,z > 3.22,-1,-1,-1,-1,-1,-1,0,0,0,29
,The influence of supervisor bottom-line mentality and employee bottom-line mentality on leader-member exchange and subsequent employee performance,2020,"Quade, Matthew J; McLarty, Benjamin D; Bonner, Julena M",Human Relations,,"Repeated measures design, and authors removed for CR from the final sample that completed all surveys, so reporting one sample here",1,3,1,-1,-1,4,-1,2,199,46.2,5,-1,0,0,-1,10,0,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,26
,The influence of supervisor bottom-line mentality and employee bottom-line mentality on leader-member exchange and subsequent employee performance,2021,"Quade, Matthew J; McLarty, Benjamin D; Bonner, Julena M",Human Relations,,"Repeated measures design, and authors removed for CR from the final sample that completed all surveys, so reporting one sample here",2,3,1,-1,-1,4,-1,2,248,44.8,5,-1,0,0,-1,4,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
